,index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
321,Unnamed: 321,3,20/13:00,Thursday,Male,22,10th,Taxi I ,Force Bajaj,1-12257 A M,2010,Fendeka,2011,Drunk driving,Simple Injury,30,Merchant,1,0,1
322,Unnamed: 322,3,20/15:00,Thursday,Male,38,10th,Truck II,FSR,3-23591 E T,2010,Yetmen,2011,Fatigue,Serious Injury,71,Pensioner,1,1,0
323,Unnamed: 323,3,20/19:00,Thursday,Male,30,10th,Public transport II,Merchedes benz bus,3-23697 E T,2010,Felege berhan,2011,Carelessness,Death,55,Farmer,1,1,0
324,Unnamed: 324,3,21/07:00,Friday,Male,37,10th,Public transport I,Public Isuzu,3-21682 A M,2010,Zemeten,2011,Incorrect U-turn,Serious Injury,36,Merchant,1,1,0
325,Unnamed: 325,3,21/10:00,Friday,Male,27,10th,Truck I,Truck Isuzu,3-23568 A M,2010,D/elias,2011,Speed,Death,20,Student,1,1,0
326,Unnamed: 326,3,21/16:30,Friday,Male,28,8th,Truck I,Truck Isuzu ,3-23424 A A,2010,Amber,2011,Reckless driving,Simple Injury,11,Student,1,1,0
327,Unnamed: 327,3,22/09:30,Saturday,Male,46,12th,Truck III,Iveco Trucker,3-12432 E T,2010,Hagere selam,2011,Speed,Death,22,Student,1,1,0
328,Unnamed: 328,3,22/13:00,Saturday,Male,25,10th,Public transport II,Tata Bus,4-03901 A M,2010,Woyenema,2011,Fatigue,Serious Injury,27,Farmer,1,1,0
329,Unnamed: 329,3,22/16:00,Saturday,Male,29,Diploma,Public transport I,Hilux double cap,4-12393 A M,2010,Mergech,2011,Speed,Simple injury,19,Wood worker,1,1,0
330,Unnamed: 330,3,23/10:30,Sunday,Male,34,10th,Truck I,Truck Isuzu,3-23260 A A,2010,Keranyo,2011,Speed,Death,34,Farmer,1,1,0
331,Unnamed: 331,3,23/13:30,Sunday,Male,31,10th,Public transport II,Merchedes Bus,3-23431 A A,2010,Segno gebeya,2011,Carelessness,Death,43,Farmer,1,1,0
332,Unnamed: 332,3,23/14:00,Sunday,Male,41,6th,Public transport II,Public truck,3-23490 A A,2010,Motta,2011,Failure to give priority to pedestrians,Simple Injury,45,Daily worker,1,1,0
333,Unnamed: 333,3,24/06:00,Monday,Male,27,10th,Taxi I,Bajaj,1-23852 A M,2010,Bichena,2011,Speed,Serious Injury ,39/46/40,Daily workers,3,2,1
334,Unnamed: 334,3,24/11:30,Monday,Male,21,10th,Taxi I,Bajaj,1-12387 A M,2010,Libanos,2011,Incorrcet overtaking ,Simple injury,35,Housewife,1,0,1
335,Unnamed: 335,3,24/17:30,Monday,Male,32,10th,Truck I,Dolphin,3-16598 A M,2010,Yetmen,2011,Incorrcet U-turn,Death ,33,Farmer,1,1,0
336,Unnamed: 336,3,24/21:00,Monday,Male,28,10+2,Truck I,Isuzu Truck,3-24577 A A,2010,Lumame,2011,Speed,Serious Injury,31,Car attendant,1,1,0
337,Unnamed: 337,3,25/12:30,Tuesday,Male,34,10th,Public transport I,Isuzu Truck,3-32857 A A,2010,Wubie nechefo,2011,Incorrect overtaking ,Serious Injury,54,Farmer,1,1,0
338,Unnamed: 338,3,25/15:00,Tuesday,Male,65,10th,Truck II,FSR,3-22717 A A,2010,Wonka,2011,Speed,Death,32,Driver,1,1,0
339,Unnamed: 339,3,25/18:30,Tuesday,Male,32,12th,Truck I,Isuzu truck,3-12519 A M,2010,Gudalema,2011,Incorrect overtaking ,Simple Injury,18/24,Student / Mason,2,2,0
340,Unnamed: 340,3,26/13:00,Wednesday,Male,24,10th,Public transport I ,Public Isuzu,3-12494 A M,2010,Telma,2011,Speed,Serious  injury,27/2,Teacher/unemployed,2,1,1
341,Unnamed: 341,3,26/15:00,Wednesday,Male,43,10th,Truck II,FSR,3-34579 A M,2010,Chemoga,2011,Fatigue,Simple injury,25,Driver,1,1,0
342,Unnamed: 342,3,26/18:00,Wednesday,Male,30,10th,Taxi I,Force bajaj,1-12921 A M,2010,Wonka,2011,Carelessness,Simple injury,40,Police,1,1,0
343,Unnamed: 343,3,27/10:00,Thursday,Male,24,12th,Public transport I,Isuzu Truck,3-12424 A M,2010,Wubie nechefo,2011,Speed,Serious Injury,32,Barber,1,1,0
344,Unnamed: 344,3,27/11:00,Thursday,Male,28,Degree,Public transport I,Abadula,3-31122 A M,2010,Hagere hiwot,2011,Failure to give priority to pedestrians,Death,27,Civil servant,1,1,0
345,Unnamed: 345,3,27/11:30,Thursday,Male,22,10th,Public transport I,Isuzu Truck,3-18903 A M,2010,Debay telat,2011,Incorrect U-turn,Death,15,student,1,0,1
346,Unnamed: 346,3,28/09:00,Friday,Male,31,Diploma,Truck II,Sinotruk,3-11304 A M,2010,Digotsion,2011,Technical problem,Death,20/9,Student/Student,2,2,0
347,Unnamed: 347,3,28/18:15,Friday,Male,23,10th,Public transport II,Tata Bus,3-76867 E T,2010,Robgebya,2011,Speed,Serious Injury,70,Farmer,1,1,0
348,Unnamed: 348,3,29/10:00,Saturday,Male,23,8th,Truck I,Obama Isuzu,3-20813 A M,2010,D/elias,2011,Slipped,Death,36,Teacher,1,0,1
349,Unnamed: 349,3,29/13:00,Saturday,Male,33,10th,Truck II,Sinotruk,3-23260 A M,2010,Gendewoyen,2011,Speed,Death,25,Farmer,1,0,1
350,Unnamed: 350,3,30/14:00,Sunday,Male,34,8th,Truck II,FSR,3-23052 A A,2010,Telma,2011,Reckless driving,Death,44,Unemployed,1,0,1
351,Unnamed: 351,3,30/16:00,Sunday,Male,39,10th,Public transport I,Dolphin,3-23093 O R,2010,Hagere selam,2011,Failure to give priority to pedestrians,Death,58,Farmer,1,1,0
352,Unnamed: 352,4,1/08:00,Monday,Male,22,10th,Public transport I,Public Isuzu,3-06494 A M,2010,D/Elias,2011,Technical problem,Death,46,Farmer,1,1,0
353,Unnamed: 353,4,1/10:30,Monday,Male,28,10th,Public transport I,Minibus,3-30296 O R,2010,D/work,2011,Speed,Death,46,Priest,1,1,0
354,Unnamed: 354,4,1/16:30,Monday,Male,23,12th,Truck I,Land Cruiser,3-22031 E T,2010,Woyenema,2011,Speed,Death,29,Farmer,1,0,1
355,Unnamed: 355,4,2/13:00,Tuesday,Male,36,10th,Truck I,Isuzu truck,3-19332 A A,2010,Debre gubaye,2011,Technical problem,Death,54,Driver,1,1,0
356,Unnamed: 356,4,2/15:00,Tuesday,Male,26,10th,Public transport I,Public isuzu,3-14645 A M,2010,Debay telat,2011,Speed,Death,22,Daily worker,1,1,0
357,Unnamed: 357,4,3/6:45,Wednesday,Male,30,10th,Public transport I,Public isuzu,3-39282 A M,2010,Chemoga,2011,Reckless driving,Serious injury,39,Car attendant,1,1,0
358,Unnamed: 358,4,3/11:00,Wednesday,Male,26,10th,Truck II,FSR,3-15974 A M,2010,Mergech,2011,Speed,Simple injury,65,Farmer,1,1,0
359,Unnamed: 359,4,3/16:30,Wednesday,Male,25,11th,Public transport II,Obama Isuzu,3-18432 A A,2010,Libanos,2011,Speed,Death,25,Driver,1,1,0
360,Unnamed: 360,4,4/11:00,Thursday,Male,20,10+3,Public transport I,5L minibus,3-14097 A M,2010,Keranyo,2011,Speed,Simple injury/ Death,30/35,Garage workers,2,2,0
361,Unnamed: 361,4,4/16:00,Thursday,Male,30,10th,Truck III,Land crusier,3-14873 E T,2010,Shafod gaguma,2011,Fatigue,Death,27/25,Driver/car attendant,2,2,0
362,Unnamed: 362,4,4/17:15,Thursday,Male,32,10th,Public transport I,Haylux,3-25388 A M,2010,Yetnora,2011,Incorrect overtaking,Death,14,Student,1,0,1
363,Unnamed: 363,4,4/18:30,Thursday,Male,36,10th,Public transport I,Public isuzu,3-19452 A M,2010,Telma,2011,Reckless driving,Death,8,Student,1,1,0
364,Unnamed: 364,4,5/06:15,Friday,Male,25,10th,Truck II,FSR,3-13584 A A,2010,Woyenema,2011,Speed,Serious injury/Death,23/14,Farmer/student,2,2,0
365,Unnamed: 365,4,5/12:00,Friday,Male,29,10+3,Taxi I,Bajaj,1-13086 A M,2010,D/elias,2011,Carelessness,Simple injury,14,Student,1,0,1
366,Unnamed: 366,4,5/17:00,Friday,Male,39,10th,Public transport I,Public isuzu,3-26387 A M,2010,Robgebeya,2011,Reckless driving,Death,15,student,1,1,0
367,Unnamed: 367,4,6/15:00,Saturday,Male,28,10th,Sinotruk,Truck II,3-30947 A M,2010,Mergech,2011,Sudden turn,Death,37,Farmer,1,1,0
368,Unnamed: 368,4,6/18:00,Saturday,Male,27,10th,Public transport I,Public isuzu,3-13154 A M,2010,Lumame,2011,Speed,Death,4,Unemployed,1,1,0
369,Unnamed: 369,4,6/19:30,Saturday,Male,24,12th,Minibus,Taxi II,1-15370 A M,2010,Yewula,2011,Slipped,Serious injury,22/40/42/36,Civil servant/Merchant/Farmer/Farmer,4,3,1
370,Unnamed: 370,4,7/10:00,Sunday,Male,25,10th,Public transport I,Isuzu,3-12750 A M,2010,Hagere selam,2011,Failure to give priority to pedestrians,Serious injury,23,Unemployed,1,0,1
371,Unnamed: 371,4,7/13:00,Sunday,Male,45,8th,Public transport I,FSR,3-36562 A M,2010,Shafod gaguma,2011,Speed,Simple injury,30/22/29,Diver/car attendant/civil servant,3,2,1
372,Unnamed: 372,4,7/17:00,Sunday,Male,31,8th,Public transport I,Haylux,3-25674 A M,2010,D/markos,2011,Technical problem,Death,60,Daily worker,1,0,1
373,Unnamed: 373,4,7/18:00,Sunday,Male,27,10th,Truck I,Isuzu truck,3-27576 A A,2010,Chemoga,2011,Speed,Simple injury,46,Farmer,1,0,1
374,Unnamed: 374,4,8/08:30,Monday,Male,26,10th,Taxi I,Bajaj,1-24691 A M,2010,Motta,2011,Speed,Serious injury,7,Student,1,1,0
375,Unnamed: 375,4,8/16:20,Monday,Male,27,10th,Truck II,FSR,3-13358 A A,2010,Hagere hiwot,2011,Reckless driving,Death,38,Merchant,1,1,0
376,Unnamed: 376,4,8/19:00,Monday,Male,26,10th,Public transport I,Abadula,3-10948 A M,2010,Segno gebeya,2011,Speed,Simple injury,6,Student,1,1,0
377,Unnamed: 377,4,8/21:00,Monday,Male,31,10th,Truck II,Sinotruk,3-14365 E T,2010,Telma,2011,Failure to give priority to pedestrians,Death,12,Student,1,1,0
378,Unnamed: 378,4,9/08:30,Tuesday,Male,23,10th,Public transport I,Public isuzu,3-24097 A M,2010,Segnogebeya,2011,Speed,Death,50,Farmer,1,1,0
379,Unnamed: 379,4,9/12:00,Tuesday,Male,34,10th,Public transport I,Abadula,3-27865 A M,2010,Motta,2011,Speed,Death,25,Farmer,1,0,1
380,Unnamed: 380,4,9/15:00,Tuesday,Male,38,10th,Public transport I,Public isuzu,3-14735 O R,2010,Wuger,2011,Incoorect U-turn,Death,25/52/23,Engineer/Driver/Student,3,2,1
381,Unnamed: 381,4,9/17:00,Tuesday,Male,35,10th,Public transport I,Dolphin,3-16990 A M,2010,Gudalema,2011,Speed,Death,43,Farmer,1,1,0
382,Unnamed: 382,4,10/13:40,Wednesday,Male,25,12th,Taxi I,Bajaj,1-16817 A M,2010,Yetnora,2011,Failure to give priority to pedestrians,Death,7,Student,1,1,0
383,Unnamed: 383,4,10/15:00,Wednesday,Male,43,10th,Truck I,Isuzu truck,3-17574 A M,2010,Zemeten,2011,Speed,Death,25,Teacher,1,1,0
384,Unnamed: 384,4,10/16:30,Wednesday,Male,40,11th,Public transport I,Public isuzu,3-17523 A M,2010,Nefasam,2011,Failure to give priority to pedestrians,Death,45/7,Farmer/Student,2,1,1
385,Unnamed: 385,4,11/09:00,Monday,Male,24,8th,Public transport I,Hayruf,3-67608 A M,2010,Nefasam,2011,Speed,Death,13,Student,1,0,1
386,Unnamed: 386,4,11/12:00,Monday,Male,29,12th,Truck II,FSR,3-23563 A M,2010,Segno gebeya,2011,Reckless driving,Death,10,Student,1,0,1
387,Unnamed: 387,4,11/13:30,Monday,Male,25,13th,Taxi I,Bajaj,1-18654 A M,2010,Dejen,2011,Failure to give priority to pedestrians,Simple injury,55,Banker,1,1,0
388,Unnamed: 388,4,12/09:00,Tuesday,Male,27,8th,Public transport I,Abadula,3-34305A M,2010,Keranyo,2011,Speed,Death,34,Daily worker,1,0,1
389,Unnamed: 389,4,12/17:00,Tuesday,Male,42,10th,Public transport I,Public isuzu,3-17669 A M,2010,Yetmen,2011,Sudden turn,Death,14,House worker,1,0,1
390,Unnamed: 390,4,13/13:30,Wednesday,Male,23,10th,Public transport I,Abadula,3-34006 A M,2010,Bichena,2011,Speed,Death,34,Merchant,1,1,0
391,Unnamed: 391,4,13/14:00,Wednesday,Male,34,10th,Public transport I,Hayruf,3-13449 A M,2010,Gendewoyen,2011,Speed,Death,45,Farmer,1,1,0
392,Unnamed: 392,4,13/15:00,Wednesday,Male,33,12th,Public transport I,Isuzu,3-13897 A M,2010,Mertolemariam,2011,Carelessness,Serious injury,34,Driver,1,1,0
393,Unnamed: 393,4,13/14:00,Wednesday,Male,37,12th,Truck III,Dolphin,3-14024 E T,2010,zemeten,2011,Bad weather condition,Death,54,Farmer,1,1,0
394,Unnamed: 394,4,14/12:00,Thursday,Male,34,10th,Public transport I,Bajaj,3-14525 A M,2010,D/elias,2011,Slipped,Death,24,Daily worker,1,1,0
395,Unnamed: 395,4,14/15:50,Thursday,Male,30,12th,Public transport I,Tata bus,3-12482 A M,2010,Yewula,2011,Carelessness,Serious injury,40,Farmer,1,1,0
396,Unnamed: 396,4,14/19:10,Thursday,Male,25,10th,Public transport I,Abadula,3-12408 A M,2010,Debay telat,2011,Speed,Serious injury,16,Student,1,0,1
397,Unnamed: 397,4,19/21:00,Thursday,Male,35,12th,Public transport I,FSR,3-15320 A M,2010,Fendeka,2011,Fatigue,Simple injury,24,Farmer,1,0,1
398,Unnamed: 398,4,20/09:00,Friday,Male,36,11th,Public transport II,Tata Bus,3-14264 E T,2010,Enemay,2011,Drunk driving,Death,26,Farmer,1,1,0
399,Unnamed: 399,4,20/12:00,Friday,Male,19,10+3,Taxi I,Bajaj,1-24376 A M,2010,Shafod gaguma,2011,Failure to give priority to pedestrians,Simple injury,68,Unemployed,1,0,1
400,Unnamed: 400,4,20/21:00,Friday,Male,36,10th,Truck II,Sinotruk,3-24526 E T,2010,Digotsion,2011,Slipped,Serious injury,27,Farmer,1,1,0
401,Unnamed: 401,4,21/09:00,Saturday,Male,36,12th,Public transport I,Minibus,3-13621 A M,2010,Addis alem,2011,Failure to give priority to pedestrians,Simple injury,64,Farmer,1,1,0
402,Unnamed: 402,4,21/15:00,Saturday,Male,36,10th,Truck II,sinotruk,3-22113 E T,2010,Mertolemariam,2011,Speed,Death,20,Student,1,1,0
403,Unnamed: 403,4,21/18:30,Saturday,Male,29,10th,Truck II,Damas,3-16436 A M,2010,Wuger,2011,Speed,Simple injury,22,Student,1,1,0
404,Unnamed: 404,4,22/10:00,Sunday,Male,65,10th,Truck III,Iveco truck,3-27790 E T,2010,Lumame,2011,Failure to give priority to pedestrians,Death,23,Farmer,1,0,1
405,Unnamed: 405,4,22/13:30,Monday,Male,30,10th,Public transport I,Public isuzu,3-16066 A M,2010,Mergech,2011,Technical problem,Death,60,Farmer,1,1,0
406,Unnamed: 406,4,22/15:20,Monday,Male,42,Diploma,First driver license,Motor bicycle,4-2856 A M,2010,Felegeberehan,2011,Speed,Death,19,Farmer,1,1,0
407,Unnamed: 407,4,22/16:00,Monday,Male,24,10th,Public transport I,Public isuzu,3-18233 A M,2010,Libanos,2011,Speed,Death,31,Unemployed,1,1,0
408,Unnamed: 408,4,23/12:00,Tuesday,Male,35,10th,Truck III,Sinotruk,3-24150 E T,2010,Fendeka,2011,Reckless driving,Simple injury,24,Driver,1,0,1
409,Unnamed: 409,4,23/14:00,Tuesday,Male,47,10th,Public transport I,Isuzu,3-12421 A M,2010,Wuger,2011,Incorrect overtaking,Simple injury,27/52,Farmer,2,2,0
410,Unnamed: 410,4,23/23:40,Tuesday,Male,24,10th,Public transport I,Minibus,3-24530 A M,2010,Yetnora,2011,Speed,Simple injury,13,House worker,1,0,1
411,Unnamed: 411,4,24/08:30,Wednesday,Male,23,10+3,Public transport I,Public isuzu,3-25363 A M,2010,Dejen,2011,Speed,Serious injury,35,Civil servant,1,0,1
412,Unnamed: 412,4,24/15:30,Wednesday,Male,35,10th,Public transport I,Abadula,3-15123 A M,2010,Amanuel,2011,Speed,Death,21/29,Student/Student,2,2,0
413,Unnamed: 413,4,24/18:00,Wednesday,Male,25,10th,Public transport I,Public isuzu,3-45146 A M,2010,D/markos,2011,Speed,Serious innjury,77,Pensioner,1,1,0
414,Unnamed: 414,4,25/06:30,Thursday,Male,38,12th,Truck III,Turbo truck,3-12574 E T,2010,Addis alem,2011,Slipped,Serious injury/Death,36/21,Job seeker,2,2,0
415,Unnamed: 415,4,25/09:00,Thursday,Male,29,10th,Public transport II,Tata bus,3-1873 A A,2010,Yetmen,2011,Speed,Simple injury,29,Driver,1,1,0
416,Unnamed: 416,4,26/12:30,Friday,Male,34,10th,Truck I,Obama isuzu,3-12308 A M,2010,Mertolemariam,2011,Incorrect overtaking,Death,38,Deacon,1,1,0
417,Unnamed: 417,4,26/17:30,Friday,Male,34,10th,Public transport I,Public isuzu,3-12075 A M,2010,Mergech,2011,Speed,Serious injury,26,House wife,1,0,1
418,Unnamed: 418,4,26/19:00,Friday,Male,27,10th,Truck I,Isuzu truck,3-25321 A M,2010,Bichena,2011,Fatigue,Death,35,House wife ,1,0,1
419,Unnamed: 419,4,27/10:00,Saturday,Male,35,10th,Public transport I,Public isuzu,3-23553 A M,2010,Debay telat,2011,Technical problem,Death,26,Driver,1,1,0
420,Unnamed: 420,4,27/14:25,Saturday,Male,35,Degree,Public transport I,Hilux toyota,3-24103 A A,2010,Amanuel,2011,Speed,Death,24,Student,1,0,1
421,Unnamed: 421,4,28/15:30,Sunday,Male,26,8th,Public transport I,Public isuzu,3-16834 A M,2010,D/elias,2011,Carelessness,Death,52,Farmer,1,1,0
422,Unnamed: 422,4,28/19:00,Sunday,Male,52,10th,Public transport I,Public isuzu,3-23697 A M,2010,Gudaluma,2011,Failure to give priority to pedestrians,Death,45,House wife,1,0,1
423,Unnamed: 423,4,29/14:00,Monday,Male,36,10th,Public transport I,Truck,3-15543 A M,2010,Sede,2011,Speed,Serious injury,32,House wife,1,0,1
424,Unnamed: 424,4,29/18:30,Monday,Male,35,10th,Public transport I,Minibus,3-35251 A M,2010,Motta,2011,Incorrect U-turn,Death,65,Security,1,1,0
425,Unnamed: 425,4,30/09:30,Tuesday,Male,25,12th,Public transport I,Public isuzu,3-15056 A M,2010,D/Elias,2011,Failure to give priority to pedestrians,Death,25,Farmer,1,1,0
426,Unnamed: 426,4,30/16:00,Tuesday,Male,32,10th,Public transport I,Public isuzu,3-11342 A M,2010,Amanuel,2011,Speed,Death,30,Student,1,1,0
427,Unnamed: 427,5,1/10:00,Wednesday,Male,30,10th,Taxi I,Bajaj,1-23405 A M,2010,Yetnora,2011,Speed,Simple injury,24,Job seeker,1,0,1
428,Unnamed: 428,5,1/14:00,Wednesday,Male,38,6th,Public transport I,Public isuzu,3-24075 A M,2010,Goncha,2011,Speed,Death,45/5,House wife/student,2,1,1
429,Unnamed: 429,5,1/18:30,Wednesday,Male,34,Diploma,First driver license,Motor bicycle,2-1342 A M,2010,Adis alem,2011,Incorrect overtaking,Serious injury,75,Farmer,1,1,0
430,Unnamed: 430,5,1/19:30,Wednesday,Male,34,10th,Truck III,UD trucker,3-21473 E T,2010,Debay telat,2011,Technical problem,Simple injury,40/25,Driver/car attendant,2,2,0
431,Unnamed: 431,5,2/10:00,Thursday,Male,28,10th,Public transport I,Public isuzu,3-57445A M,2010,Telma,2011,Reckless driving,Serious injury,83,Farmer,1,1,0
432,Unnamed: 432,5,2/12:30,Thursday,Male,28,10th,Public transport I,Public isuzu,3-24094 A M,2010,Amber,2011,Speed,Death,22,Student,1,1,0
433,Unnamed: 433,5,2/14:00,Thursday,Male,34,10th,Public transport I,Public isuzu,3-42593 A M,2010,Shafod gaguma,2011,Speed,Death,24,Farmer,1,1,0
434,Unnamed: 434,5,2/15:00,Thursday,Male,26,10th,Public transport I,Abadula,3-24505 A M,2010,Debre work,2011,Failure to give priority to pedestrians,Serious injury,20,Farmer,1,0,1
435,Unnamed: 435,5,3/06:00,Friday,Male,35,10th,Public transport I,Land cruiser,10823 D F,2010,Hagere hiwot,2011,Speed,Death,43,Deacon,1,1,0
436,Unnamed: 436,5,3/10:00,Friday,Male,22,10th,Public transport I,Public isuzu,3-32422 A M,2010,D/work,2011,Failure to give priority to pedestrians,Death,75,Farmer,1,1,0
437,Unnamed: 437,5,4/12:00,Saturday,Male,34,10th,Truck III,Turbo truck,3-23542 A A,2010,Yegoda,2011,Failure to give priority to pedestrians,Death,42,Farmer,1,1,0
438,Unnamed: 438,5,4/12:00,Saturday,Male,26,10th,Public transport I,Abadula,3-13508 A M,2010,Hagere selam,2011,Speed,Serious injury,26,Merchant,1,0,1
439,Unnamed: 439,5,4/15:00,Saturday,Male,29,8th,Public transport I,Abadula,2-24740 A M,2010,Wonka,2011,Speed,Simple injury,45,Merchant,1,1,0
440,Unnamed: 440,5,5/10:00,Sunday,Male,27,10th,Truck I,Isuzu truck,3-23519 A M,2010,Woyenma,2011,Fatigue,Death,35,House wife ,1,0,1
441,Unnamed: 441,5,5/16:40,Sunday,Male,26,10th,Public transport I,Public isuzu,3-14567 A M,2010,Debay telat,2011,Technical problem,Death,26,Driver,1,1,0
442,Unnamed: 442,5,5/18:25,Sunday,Male,35,Diploma,Public transport I,Toyota,3-36503 A A,2010,Mertolemariam,2011,Speed,Death,20,Student,1,0,1
443,Unnamed: 443,5,6/15:30,Monday,Male,28,8th,Public transport I,Public isuzu,3-23654 A M,2010,Amber,2011,Carelessness,Death,52,Farmer,1,1,0
444,Unnamed: 444,5,6/16:00,Monday,Male,24,10th,Public transport I,Public isuzu,3-17594 A M,2010,Bichena,2011,Failure to give priority to pedestrians,Death,60,House wife,1,0,1
445,Unnamed: 445,5,6/19:00,Monday,Male,34,10th,Public transport I,Land rover,3-03297 A M,2010,Sede,2011,Speed,Serious injury,45,House wife,1,0,1
446,Unnamed: 446,5,7/10:30,Tuesday,Male,29,10th,Public transport I,Minibus,3-15321 A M,2010,Amanuel,2011,Incorrect U-turn,Death,65,Security,1,1,0
447,Unnamed: 447,5,7/16:30,Tuesday,Male,43,10th,Public transport I,Public isuzu,3-45256 A M,2010,D/markos,2011,Failure to give priority to pedestrians,Death,25,Farmer,1,1,0
448,Unnamed: 448,5,7/18:00,Tuesday,Male,32,10th,Public transport I,Public isuzu,3-16342 A M,2010,Lumame,2011,Speed,Death,30,Student,1,1,0
449,Unnamed: 449,5,8/13:00,Wednesday,Male,31,10th,Public transport I,Hayruf,3-12430 A M,2010,Dejen,2011,Incorrect overtaking,Serious injury,31,Driver,1,1,0
450,Unnamed: 450,5,8/16:00,Wednesday,Male,26,10th,Public transport I,Public isuzu,3-12403 A M,2010,Digotsion,2011,Slipped,Simple injury,36,Civil servant,1,1,0
451,Unnamed: 451,5,8/19:10,Wednesday,Male,29,12th,Public transport I,Public isuzu,4-25978 A M,2010,Amanuel,2011,Technical problem,Simple injury,15,Student,1,1,0
452,Unnamed: 452,5,9/11:00,Thursday,Male,24,10th,Public transport I,Isuzu truck,3-25881 A M,2010,D/work,2011,Speed,Death,48,Farmer,1,0,1
453,Unnamed: 453,5,9/16:40,Thursday,Male,35,10th,Public transport I,Public isuzu,3-14029 A M,2010,Dejen,2011,Speed,Serious injury,43,Farmer,1,1,0
454,Unnamed: 454,5,9/20:30,Thursday,Male,44,10th,Taxi I,Froce bajaj,1-21840 A M,2010,Wonka,2011,Failure to give priority to pedestrians,Simple Injury,21,Student,1,0,1
455,Unnamed: 455,5,10/06:00,Friday,Male,25,11th,Public transport I,Public isuzu,3-45263 A A,2010,Yetnora,2011,Speed,Death,56,Farmer,1,1,0
456,Unnamed: 456,5,10/11:00,Friday,Male,44,10th,Public transport I,Minibus,3-63562 E T,2010,Adis alem,2011,Carelessness,Death,22,Student,1,0,1
457,Unnamed: 457,5,10/13:30,Friday,Male,35,10th,Truck I,Isuzu truck,3-13450 A A,2010,Sege,2011,Speed,Death,45,Farmer,1,1,0
458,Unnamed: 458,5,11/15:30,Saturday,Male,31,10th,Truck III,UD trucker,3-31571 E T,2010,Gendewoyen,2011,Technical problem,Simple injury,31/25,Driver/car attendant,2,2,0
459,Unnamed: 459,5,11/18:00,Saturday,Male,37,Diploma,Truck III,Iveco truck,3-21314 E T,2010,Shafod gaguma,2011,Bad weather condition,Death,40,Farmer,1,0,1
460,Unnamed: 460,5,11/20:00,Saturday,Male,25,12th,Truck I,Isuzu truck,3-25350 A M,2010,Hagere hiwot,2011,Speed,Death,24,Deacon,1,1,0
461,Unnamed: 461,5,12/07:30,Sunday,Male,29,10th,Truck I,isuzu truck,3-12498 A A,2010,Zemeten,2011,Technical problem,Death,37,Mechanic,1,1,0
462,Unnamed: 462,5,12/11:00,Sunday,Male,32,10th,Truck I,Isuzu truck,3-25344 A M,2010,Libanos,2011,Reckless driving,Simple injury,21,Student,1,1,0
463,Unnamed: 463,5,12/14:00,Sunday,Male,23,10th,Public transport I,Minibus Taxi,3-12538 A M,2010,Wojel,2011,Technical problem,Death,27,Housewife,1,0,1
464,Unnamed: 464,5,12/15:30,Sunday,Male,34,10th,Public transport I,Boxer Motor,2-1327 A M,2010,Lumame,2011,Speed,Death,20,Merchant,1,0,1
465,Unnamed: 465,5,13/10:00,Monday,Male,22,10th,Public transport I,FSR ,3 - 21252 A M,2010,Telma,2011,Speed,Death,25,Farmer,1,1,0
466,Unnamed: 466,5,13/11:00,Monday,Male,18,10th,Truck I,Isuzu truck,3-20664 A A,2010,D/Markos,2011,Speed,Serious injury,29,Unemployed,1,1,0
467,Unnamed: 467,5,13/17:00,Monday,Male,38,10th,Public transport I,Public FSR,3-27471 A M,2010,Yetnora,2011,Slipped,Death,23,Farmer,1,1,0
468,Unnamed: 468,5,14/15:30,Tuesday,Male,27,10th,Taxi I,Bajaj,1-25372 A M,2010,D/markos,2011,Speed,Simple Injury,10,Student,1,1,0
469,Unnamed: 469,5,14/16:30,Tuesday,Male,24,12th,Taxi I,Bajaj,1-21571 A M,2010,Chemoga,2011,Speed,Simple Injury,28,Civil servant,1,0,1
470,Unnamed: 470,5,14/11:00,Tuesday,Male,23,Diploma,Truck I,Lifan,3-53271 A M,2010,Amanuel,2011,Failure to give priority to pedestrians,Death,71,Farmer,1,0,1
471,Unnamed: 471,5,14/17:00,Tuesday,Male,45,10th,Public transport I,Dolphin,3-15473 A M,2010,Amber,2011,Failure to yield the right of way for other vehicle,Death,23,Student,1,0,1
472,Unnamed: 472,5,15/06:00,Wednesday,Male,26,10th,Truck II,FSR truck,3-13747 A A,2010,D/markos,2011,Speed,Death,26,Driver,1,1,0
473,Unnamed: 473,5,15/08:30,Wednesday,Male,28,12th,Truck I,Isuzu truck,3-25714 A M,2010,Debay telat,2011,Incorrect overtaking ,Simple Injury,18/24,Student / Mason,2,2,0
474,Unnamed: 474,5,15/19:00,Wednesday,Male,24,6th,Public transport I ,Public Isuzu,3-74632 A M,2010,Wojel,2011,Speed,Serious  injury,27/22,Teacher/unemployed,2,1,1
475,Unnamed: 475,5,16/09:00,Thursday,Male,25,10th,Truck II,FSR,3-23909 A M,2010,Wuger,2011,Fatigue,Serious injury,25,Driver,1,1,0
476,Unnamed: 476,5,16/10:00,Thursday,Male,30,10th,Taxi I,Bajaj,1-17921 A M,2010,Chemoga,2011,Carelessness,Simple injury,23,Teacher,1,0,1
477,Unnamed: 477,5,16/16:00,Thursday,Male,29,12th,Public transport I,Isuzu Truck,3-16281 A M,2010,D/markos,2011,Speed,Serious Injury,21,Barber,1,1,0
